0,0,1,-1
0,1,13,-1
0,2,6,-1
0,3,28,-1
0,4,8,-1
0,5,19,-1
0,6,20,-1
0,7,4,-1
1,0,15,-1
1,1,53,1
1,2,38,0
1,3,40,0
1,4,58,0
1,5,52,3
1,6,64,1
1,7,22,-1
2,0,5,-1
2,1,46,0
2,2,36,3
2,3,57,0
2,4,60,3
2,5,37,1
2,6,55,2
2,7,23,-1
3,0,16,-1
3,1,43,1
3,2,39,3
3,3,47,0
3,4,32,2
3,5,56,0
3,6,49,0
3,7,26,-1
4,0,14,-1
4,1,50,2
4,2,44,2
4,3,30,1
4,4,31,1
4,5,29,0
4,6,35,2
4,7,25,-1
5,0,21,-1
5,1,63,1
5,2,62,2
5,3,42,2
5,4,61,1
5,5,41,0
5,6,48,1
5,7,17,-1
6,0,12,-1
6,1,59,3
6,2,54,2
6,3,33,1
6,4,51,0
6,5,45,2
6,6,34,2
6,7,24,-1
7,0,3,-1
7,1,9,-1
7,2,10,-1
7,3,27,-1
7,4,11,-1
7,5,7,-1
7,6,18,-1
7,7,2,-1
