0,0,3,-1
0,1,12,-1
0,2,15,-1
0,3,13,-1
0,4,18,-1
0,5,36,-1
0,6,17,-1
0,7,8,-1
0,8,20,-1
0,9,1,-1
1,0,19,-1
1,1,62,2
1,2,58,0
1,3,81,3
1,4,88,0
1,5,60,0
1,6,93,0
1,7,78,3
1,8,56,3
1,9,33,-1
2,0,29,-1
2,1,42,0
2,2,51,3
2,3,40,1
2,4,92,0
2,5,65,2
2,6,97,2
2,7,74,2
2,8,85,0
2,9,34,-1
3,0,23,-1
3,1,77,3
3,2,63,3
3,3,72,1
3,4,55,2
3,5,75,2
3,6,44,0
3,7,68,1
3,8,66,2
3,9,26,-1
4,0,6,-1
4,1,96,0
4,2,50,3
4,3,90,3
4,4,38,3
4,5,46,0
4,6,82,3
4,7,69,3
4,8,43,0
4,9,9,-1
5,0,5,-1
5,1,79,1
5,2,61,3
5,3,71,0
5,4,73,3
5,5,54,1
5,6,84,0
5,7,89,3
5,8,47,2
5,9,31,-1
6,0,21,-1
6,1,100,3
6,2,41,1
6,3,52,0
6,4,37,1
6,5,98,3
6,6,87,3
6,7,57,0
6,8,49,2
6,9,22,-1
7,0,11,-1
7,1,48,3
7,2,39,2
7,3,91,3
7,4,67,0
7,5,53,3
7,6,59,1
7,7,64,0
7,8,95,2
7,9,25,-1
8,0,27,-1
8,1,86,1
8,2,45,0
8,3,83,1
8,4,99,1
8,5,70,3
8,6,80,0
8,7,94,3
8,8,76,2
8,9,14,-1
9,0,2,-1
9,1,35,-1
9,2,30,-1
9,3,32,-1
9,4,10,-1
9,5,7,-1
9,6,24,-1
9,7,16,-1
9,8,28,-1
9,9,4,-1
