0,0,2,-1
0,1,18,-1
0,2,6,-1
0,3,14,-1
0,4,23,-1
0,5,28,-1
0,6,5,-1
0,7,3,-1
1,0,8,-1
1,1,51,2
1,2,47,1
1,3,57,2
1,4,40,2
1,5,53,1
1,6,64,2
1,7,7,-1
2,0,12,-1
2,1,45,3
2,2,29,1
2,3,60,0
2,4,33,0
2,5,43,0
2,6,39,0
2,7,26,-1
3,0,22,-1
3,1,55,2
3,2,61,1
3,3,56,1
3,4,58,2
3,5,38,2
3,6,30,0
3,7,11,-1
4,0,17,-1
4,1,42,3
4,2,50,2
4,3,59,1
4,4,44,1
4,5,41,3
4,6,52,3
4,7,16,-1
5,0,27,-1
5,1,35,2
5,2,34,1
5,3,46,3
5,4,32,1
5,5,62,1
5,6,49,2
5,7,25,-1
6,0,20,-1
6,1,36,0
6,2,37,3
6,3,31,0
6,4,63,1
6,5,48,3
6,6,54,0
6,7,13,-1
7,0,1,-1
7,1,24,-1
7,2,19,-1
7,3,10,-1
7,4,21,-1
7,5,15,-1
7,6,9,-1
7,7,4,-1
