0,0,1,-1
0,1,23,-1
0,2,9,-1
0,3,27,-1
0,4,11,-1
0,5,18,-1
0,6,28,-1
0,7,17,-1
0,8,4,-1
1,0,13,-1
1,1,35,0
1,2,56,0
1,3,66,2
1,4,47,0
1,5,68,0
1,6,74,3
1,7,77,0
1,8,26,-1
2,0,22,-1
2,1,57,3
2,2,81,0
2,3,55,1
2,4,67,1
2,5,33,1
2,6,41,2
2,7,72,1
2,8,14,-1
3,0,10,-1
3,1,78,2
3,2,51,1
3,3,37,3
3,4,69,2
3,5,40,0
3,6,60,3
3,7,62,1
3,8,16,-1
4,0,12,-1
4,1,53,0
4,2,58,1
4,3,76,1
4,4,34,2
4,5,43,2
4,6,36,2
4,7,49,1
4,8,32,-1
5,0,21,-1
5,1,61,0
5,2,45,1
5,3,44,1
5,4,70,2
5,5,64,3
5,6,38,1
5,7,52,0
5,8,30,-1
6,0,15,-1
6,1,59,1
6,2,46,0
6,3,54,3
6,4,65,1
6,5,80,2
6,6,39,1
6,7,73,3
6,8,20,-1
7,0,24,-1
7,1,42,1
7,2,50,1
7,3,75,0
7,4,63,1
7,5,71,3
7,6,79,1
7,7,48,0
7,8,7,-1
8,0,3,-1
8,1,31,-1
8,2,6,-1
8,3,29,-1
8,4,25,-1
8,5,5,-1
8,6,8,-1
8,7,19,-1
8,8,2,-1
