0,0,1,-1
0,1,56,-1
0,2,9,-1
0,3,20,-1
0,4,18,-1
0,5,40,-1
0,6,30,-1
0,7,58,-1
0,8,50,-1
0,9,55,-1
0,10,24,-1
0,11,28,-1
0,12,43,-1
0,13,32,-1
0,14,15,-1
0,15,4,-1
1,0,35,-1
1,1,173,3
1,2,79,0
1,3,195,2
1,4,190,3
1,5,103,0
1,6,87,2
1,7,217,3
1,8,222,0
1,9,198,2
1,10,164,1
1,11,209,3
1,12,113,2
1,13,86,0
1,14,132,0
1,15,49,-1
2,0,57,-1
2,1,160,0
2,2,237,1
2,3,127,3
2,4,247,2
2,5,249,0
2,6,244,1
2,7,239,2
2,8,185,2
2,9,211,3
2,10,135,3
2,11,210,3
2,12,235,1
2,13,215,2
2,14,149,3
2,15,29,-1
3,0,31,-1
3,1,73,0
3,2,206,0
3,3,248,1
3,4,161,0
3,5,147,0
3,6,72,1
3,7,250,3
3,8,68,1
3,9,163,2
3,10,176,3
3,11,61,3
3,12,168,2
3,13,158,1
3,14,191,0
3,15,34,-1
4,0,21,-1
4,1,76,1
4,2,193,0
4,3,172,0
4,4,154,1
4,5,109,1
4,6,105,2
4,7,92,0
4,8,116,2
4,9,187,0
4,10,90,0
4,11,212,1
4,12,143,0
4,13,157,3
4,14,85,3
4,15,51,-1
5,0,42,-1
5,1,199,3
5,2,186,3
5,3,234,0
5,4,165,1
5,5,62,2
5,6,174,1
5,7,133,0
5,8,203,3
5,9,75,3
5,10,171,1
5,11,91,2
5,12,183,0
5,13,63,1
5,14,78,0
5,15,36,-1
6,0,23,-1
6,1,226,3
6,2,182,1
6,3,108,3
6,4,256,1
6,5,252,3
6,6,117,2
6,7,100,3
6,8,219,2
6,9,223,1
6,10,200,3
6,11,95,1
6,12,112,1
6,13,118,3
6,14,130,3
6,15,47,-1
7,0,38,-1
7,1,178,1
7,2,80,1
7,3,69,3
7,4,81,1
7,5,97,3
7,6,70,0
7,7,243,3
7,8,245,0
7,9,242,3
7,10,107,1
7,11,115,2
7,12,94,0
7,13,140,2
7,14,241,3
7,15,17,-1
8,0,16,-1
8,1,153,3
8,2,106,0
8,3,111,3
8,4,229,0
8,5,125,3
8,6,98,3
8,7,141,2
8,8,246,1
8,9,151,0
8,10,65,3
8,11,156,1
8,12,99,3
8,13,155,3
8,14,136,1
8,15,33,-1
9,0,14,-1
9,1,207,2
9,2,177,2
9,3,126,2
9,4,138,2
9,5,224,3
9,6,134,1
9,7,101,3
9,8,120,2
9,9,218,0
9,10,208,2
9,11,194,1
9,12,236,0
9,13,255,3
9,14,96,1
9,15,39,-1
10,0,6,-1
10,1,121,0
10,2,181,0
10,3,114,2
10,4,227,3
10,5,179,1
10,6,64,1
10,7,150,1
10,8,159,3
10,9,214,2
10,10,152,1
10,11,230,0
10,12,66,2
10,13,189,3
10,14,221,1
10,15,7,-1
11,0,19,-1
11,1,204,3
11,2,253,0
11,3,82,1
11,4,139,0
11,5,254,3
11,6,102,3
11,7,197,0
11,8,146,3
11,9,251,3
11,10,71,3
11,11,205,2
11,12,201,3
11,13,166,0
11,14,84,3
11,15,60,-1
12,0,52,-1
12,1,220,3
12,2,89,0
12,3,148,0
12,4,167,3
12,5,119,0
12,6,228,0
12,7,240,2
12,8,213,3
12,9,123,2
12,10,184,1
12,11,93,0
12,12,188,1
12,13,238,0
12,14,145,3
12,15,45,-1
13,0,25,-1
13,1,110,0
13,2,225,1
13,3,169,0
13,4,142,2
13,5,129,3
13,6,202,0
13,7,131,2
13,8,83,2
13,9,175,1
13,10,67,2
13,11,231,1
13,12,137,1
13,13,196,2
13,14,128,1
13,15,48,-1
14,0,11,-1
14,1,170,2
14,2,122,2
14,3,192,2
14,4,74,2
14,5,233,2
14,6,180,1
14,7,216,0
14,8,162,3
14,9,104,0
14,10,232,0
14,11,88,1
14,12,144,1
14,13,124,3
14,14,77,0
14,15,22,-1
15,0,2,-1
15,1,8,-1
15,2,13,-1
15,3,10,-1
15,4,27,-1
15,5,44,-1
15,6,41,-1
15,7,5,-1
15,8,54,-1
15,9,59,-1
15,10,37,-1
15,11,53,-1
15,12,26,-1
15,13,12,-1
15,14,46,-1
15,15,3,-1
